Country,Commodity type,srcYear,Imports or exports,Quantity of imports or exports of principal agricultural commodities ,Value of imports or exports of principal agricultural commodities ,YearCode,Year
India,Ayush and herbal products,2020-21,Imports,76.35,797.04,2020,"Financial Year (Apr - Mar), 2020"
India,Marine products,2020-21,Imports,101.42,1668.85,2020,"Financial Year (Apr - Mar), 2020"
India,Alcoholic beverages,2020-21,Imports,,4036.6,2020,"Financial Year (Apr - Mar), 2020"
India,Percentage Share of Agricultural Exports in National Exports,2020-21,Exports,,14.3,2020,"Financial Year (Apr - Mar), 2020"
India,Alcoholic beverages,2020-21,Exports,,2446.82,2020,"Financial Year (Apr - Mar), 2020"
India,Floriculture products,2020-21,Imports,3.96,160.38,2020,"Financial Year (Apr - Mar), 2020"
India,Poultry products,2020-21,Imports,,25.75,2020,"Financial Year (Apr - Mar), 2020"
India,Dairy products,2020-21,Imports,18.53,364.51,2020,"Financial Year (Apr - Mar), 2020"
India,Processed meat,2020-21,Imports,0.14,5.12,2020,"Financial Year (Apr - Mar), 2020"
India,Other meat,2020-21,Imports,0.5,17.5,2020,"Financial Year (Apr - Mar), 2020"
India,Total National Exports,2020-21,Exports,,2159043,2020,"Financial Year (Apr - Mar), 2020"
India,Marine products,2020-21,Exports,1167.76,44175.75,2020,"Financial Year (Apr - Mar), 2020"
India,Sheep/goat meat,2020-21,Imports,0.01,0.94,2020,"Financial Year (Apr - Mar), 2020"
India,Buffalo meat,2020-21,Imports,,0,2020,"Financial Year (Apr - Mar), 2020"
India,Animal casings,2020-21,Imports,0.01,0.49,2020,"Financial Year (Apr - Mar), 2020"
India,Misc processed items,2020-21,Imports,,2266.48,2020,"Financial Year (Apr - Mar), 2020"
India,Milled products,2020-21,Imports,2.53,10.17,2020,"Financial Year (Apr - Mar), 2020"
India,Wheat,2020-21,Imports,0,0.01,2020,"Financial Year (Apr - Mar), 2020"
India,Ayush and herbal products,2020-21,Exports,120.56,3997.05,2020,"Financial Year (Apr - Mar), 2020"
India,Cocoa products,2020-21,Imports,89.09,2021.27,2020,"Financial Year (Apr - Mar), 2020"
India,Cereal preparations,2020-21,Imports,113.33,1212.15,2020,"Financial Year (Apr - Mar), 2020"
India,Processed fruits and juices,2020-21,Imports,44.44,662.92,2020,"Financial Year (Apr - Mar), 2020"
India,Processed vegetables,2020-21,Imports,18.27,163.52,2020,"Financial Year (Apr - Mar), 2020"
India,Fresh vegetables,2020-21,Imports,72.9,225.57,2020,"Financial Year (Apr - Mar), 2020"
India,Rice (other than Basmati),2020-21,Imports,4.76,24.67,2020,"Financial Year (Apr - Mar), 2020"
India,"Jute, raw",2020-21,Exports,30.56,191.49,2020,"Financial Year (Apr - Mar), 2020"
India,Fresh fruits,2020-21,Imports,1211.83,15764.86,2020,"Financial Year (Apr - Mar), 2020"
India,Fruits/vegetable seeds,2020-21,Imports,24.98,1060.24,2020,"Financial Year (Apr - Mar), 2020"
India,Mollases,2020-21,Imports,1.65,0.92,2020,"Financial Year (Apr - Mar), 2020"
India,Sugar,2020-21,Imports,1964,4720.01,2020,"Financial Year (Apr - Mar), 2020"
India,Shellac,2020-21,Imports,0.64,21.22,2020,"Financial Year (Apr - Mar), 2020"
India,Rice- Basmati,2020-21,Imports,,0,2020,"Financial Year (Apr - Mar), 2020"
India,Jute hessian,2020-21,Exports,,803.88,2020,"Financial Year (Apr - Mar), 2020"
India,Castor oil,2020-21,Imports,0.16,10.13,2020,"Financial Year (Apr - Mar), 2020"
India,Guargam meal,2020-21,Imports,0.37,11.02,2020,"Financial Year (Apr - Mar), 2020"
India,Oil meals,2020-21,Imports,509.79,1017.61,2020,"Financial Year (Apr - Mar), 2020"
India,Vegetable oils,2020-21,Imports,13540.01,82123.26,2020,"Financial Year (Apr - Mar), 2020"
India,Other oil seeds,2020-21,Imports,506.88,2165.28,2020,"Financial Year (Apr - Mar), 2020"
India,Coffee,2020-21,Imports,78.5,900.56,2020,"Financial Year (Apr - Mar), 2020"
India,Cotton raw including Waste,2020-21,Exports,1213.98,13968.38,2020,"Financial Year (Apr - Mar), 2020"
India,Groundnut,2020-21,Imports,1.04,7.95,2020,"Financial Year (Apr - Mar), 2020"
India,Niger seeds,2020-21,Imports,5.92,40.71,2020,"Financial Year (Apr - Mar), 2020"
India,Sesame seeds,2020-21,Imports,103.24,910.76,2020,"Financial Year (Apr - Mar), 2020"
India,Cashew nut shell liquid,2020-21,Imports,2.2,7.17,2020,"Financial Year (Apr - Mar), 2020"
India,Misc processed items,2020-21,Exports,,6402.84,2020,"Financial Year (Apr - Mar), 2020"
India,Milled products,2020-21,Exports,397.06,1536.27,2020,"Financial Year (Apr - Mar), 2020"
India,Cashew,2020-21,Imports,834.4,7491.21,2020,"Financial Year (Apr - Mar), 2020"
India,Animal casings,2020-21,Exports,13.89,416.54,2020,"Financial Year (Apr - Mar), 2020"
India,Cocoa products,2020-21,Exports,25.78,1108.38,2020,"Financial Year (Apr - Mar), 2020"
India,Cereal preparations,2020-21,Exports,403.99,4714.68,2020,"Financial Year (Apr - Mar), 2020"
India,Processed fruits and juices,2020-21,Exports,532.87,5150.8,2020,"Financial Year (Apr - Mar), 2020"
India,Processed vegetables,2020-21,Exports,367.1,3150.06,2020,"Financial Year (Apr - Mar), 2020"
India,Fresh vegetables,2020-21,Exports,2339.68,5388.03,2020,"Financial Year (Apr - Mar), 2020"
India,Tea,2020-21,Imports,38.59,658.87,2020,"Financial Year (Apr - Mar), 2020"
India,Buffalo meat,2020-21,Exports,1085.61,23459.89,2020,"Financial Year (Apr - Mar), 2020"
India,Fresh fruits,2020-21,Exports,973.18,5668.75,2020,"Financial Year (Apr - Mar), 2020"
India,Fruits/vegetable seeds,2020-21,Exports,32.29,929.63,2020,"Financial Year (Apr - Mar), 2020"
India,Mollases,2020-21,Exports,1317.68,1316.22,2020,"Financial Year (Apr - Mar), 2020"
India,Sugar,2020-21,Exports,7517.92,20668.57,2020,"Financial Year (Apr - Mar), 2020"
India,Shellac,2020-21,Exports,7.88,649.83,2020,"Financial Year (Apr - Mar), 2020"
India,Total Agricultural Exports,2020-21,Exports,,308830,2020,"Financial Year (Apr - Mar), 2020"
